ægilopiné	adj.
ægilopinées	subst.
æolis	subst.
æpyornis	subst.
æsthésiomètre	subst.
æthéogame	adj.
æthéogamie	subst.
ætite	subst.
nautonnier	subst.
nautonnière	subst.
navaja	subst.
naval	adj.
navalisation	subst.
navarin	subst.
navarque	subst.
nave	adj.
nave	subst.
navet	subst.
navette	subst.
navetteur	subst.
navicelle	subst.
navicert	subst.
naviculaire	adj.
navicule	subst.
navigabiliser	verbe
navigabilité	subst.
navigable	adj.
navigage	subst.
navigant	adj.
navigateur	subst.
navigation	subst.
naviguer	verbe
naviplane	subst.
naviport	subst.
navire	subst.
navire-atelier	subst.
navire-citerne	subst.
navire-école	subst.
navire-hôpital	subst.
navire-jumeau	subst.
navire-major	subst.
navire-usine	subst.
navisphère	subst.
navrance	subst.
navrant	adj.
navré	adj.
navrement	subst.
navrer	verbe
navrure	subst.
naye-chien	subst.
nazarde	subst.
nazarder	verbe
nazaréen	adj.
nazaréen	subst.
nazaréenne	subst.
nazaréisme	subst.
naze	adj.
naze	subst.
nazi	adj.
nazi	subst.
nazie	subst.
nazifier	verbe
nazir	subst.
naziréat	subst.
naziréen	subst.
nazisme	subst.
naziste	adj.
naziste	subst.
né	adj.
ne	adv.
ne	conj.
néandertalien	adj.
néandertaloïde	adj.
néanderthalien	adj.
néanderthaloïde	adj.
néanmoins	adv.
néant	subst.
néantir	verbe
néantisateur	adj.
néantisation	subst.
néantiser	verbe
néantiste	subst.
néantité	subst.
nébel	subst.
nebka	subst.
nébride	subst.
nébulaire	adj.
nébuleuse	subst.
nébuleusement	adv.
nébuleux	adj.
nébulisation	subst.
nébuliseur	subst.
nébulium	subst.
nébulosité	subst.
nécessaire	adj.
nécessaire	adj. et subst.
nécessaire	subst.
nécessairement	adv.
nécessitaire	adj.
nécessitaire	subst.
nécessitant	adj.
nécessitarisme	subst.
nécessitation	subst.
nécessité	subst.
nécessiter	verbe
nécessiteuse	subst.
nécessiteux	adj.
nécessiteux	subst.
nécrobacillose	subst.
nécrobie	subst.
nécrobiose	subst.
nécrobiotique	adj.
nécrogène	adj.
nécrohormone	subst.
nécrolithe	subst.
nécrologe	subst.
nécrologie	subst.
nécrologique	adj.
nécrologue	subst.
nécroman	subst.
nécromance	subst.
nécromancie	subst.
nécromancien	subst.
nécromancienne	subst.
nécromant	subst.
nécromantique	adj.
nécrophage	adj.
nécrophagie	subst.
nécrophile	adj.
nécrophile	subst.
nécrophilie	subst.
nécrophobie	subst.
nécrophore	subst.
nécropole	subst.
nécropsie	subst.
nécropsique	adj.
nécrose	subst.
nécroser	verbe
nécrosique	adj.
nécrotique	adj.
nécrotuberculose	subst.
nectaire	subst.
nectar	subst.
nectaré	adj.
nectaréen	adj.
nectarifère	adj.
nectarine	subst.
necton	subst.
nedjdi	subst.
nedji	subst.
néerlandais	adj.
néerlandais	subst.
néerlandaise	subst.
nef	subst.
néfaste	adj.
nèfle	subst.
néflier	subst.
négateur	adj.
négateur	subst.
négatif	adj.
négatif	subst.
négation	subst.
négatité	subst.
négative	subst.
négativement	adv.
négativer	verbe
négativisme	subst.
négativiste	adj.
négativiste	subst.
négativité	subst.
négaton	subst.
négatoscope	subst.
négatrice	subst.
négentropie	subst.
négligé	adj.
négligé	subst.
négligeable	adj.
négligée	subst.
négligement	subst.
négligemment	adv.
négligence	subst.
négligent	adj.
négliger	verbe
négoce	subst.
negochin	subst.
négociabilité	subst.
négociable	adj.
négociant	subst.
négociante	subst.
négociantisme	subst.
négociateur	subst.
négociation	subst.
négociatrice	subst.
négocier	verbe
négondo	subst.
nègre	adj.
nègre	subst.
nègrerie	subst.
négrescent	adj.
négresse	subst.
négrier	adj.
négrier	subst.
négrifier	verbe
négrille	subst.
négrillon	subst.
négrillonne	subst.
négrité	subst.
négritie	subst.
négrito	adj.
négrito	subst.
négritude	subst.
négro	subst.
négro-africain	adj.
négro-américain	adj.
négro-chamitique	adj.
negro-spiritual	subst.
négroïde	adj.
négroïde	subst.
négrophile	adj.
négrophile	subst.
négrophilie	subst.
négrure	subst.
néguentropie	subst.
negundo	subst.
négundo	subst.
négus	subst.
neige	subst.
neigée	subst.
neigeoter	verbe
neiger	verbe
neigeux	adj.
nélombo	subst.
nelumbo	subst.
nélumbo	subst.
némadesme	subst.
némale	subst.
nemalion	subst.
némathelminthes	subst.
nématicide	adj.
nématique	adj.
nématoblaste	subst.
nématoblastique	adj.
nématocénose	subst.
nématocères	subst.
nématocide	adj.
nématodes	subst.
nématofaune	subst.
nématogène	subst.
nématoïde	adj.
nématologie	subst.
nématologique	adj.
nématologiste	subst.
nématomorphes	subst.
nématophage	adj.
nématophores	subst.
nématose	subst.
nématostatique	adj.
néméen	adj.
némésis	subst.
némognathe	subst.
némophile	subst.
némoptères	subst.
némoptéridés	subst.
némoral	adj.
némoricole	subst.
némoure	subst.
nemrod	subst.
nemura	subst.
néné	subst.
nenets	subst.
nénette	subst.
nénie	subst.
nenni	adv.
nénuphar	subst.
néo	subst.
néo-araméen	subst.
néo-attique	adj.
néo-berkeleyien	adj.
néo-byzantin	adj.
néo-calédonien	adj.
néo-calédonienne	subst.
néo-canadien	adj.
néo-canadienne	subst.
néo-capitalisme	subst.
néo-capitaliste	adj.
néo-catholicisme	subst.
néo-catholique	adj.
néo-celtique	adj.
néo-chrétien	adj.
néo-christianisme	subst.
néo-classicisme	subst.
néo-classique	adj.
néo-colonialisme	subst.
néo-colonialiste	adj.
néo-criticisme	subst.
néo-criticiste	adj.
néo-darwinien	subst.
néo-darwinisme	subst.
néo-darwiniste	adj.
néo-fascisme	subst.
néo-fasciste	adj.
néo-gothique	adj.
néo-grammairien	subst.
néo-grec	adj.
néo-guinéen	adj.
néo-guinéenne	subst.
néo-hébreu	subst.
néo-hégélianisme	subst.
néo-hégélien	adj.
néo-impressionnisme	subst.
néo-impressionniste	adj.
néo-lamarckien	subst.
néo-lamarckisme	subst.
néo-latin	adj.
néo-latinité	subst.
néo-libéral	adj.
néo-libéralisme	subst.
néo-malthusianisme	subst.
néo-malthusien	adj.
néo-michel-angelisme	subst.
néo-natal	adj.
néo-natalogie	subst.
néo-natalogiste	subst.
néo-nazi	adj.
néo-nazisme	subst.
néo-platonicien	adj.
néo-platonique	adj.
néo-platonisme	subst.
néo-positivisme	subst.
néo-positiviste	adj.
néo-poujadisme	subst.
néo-poujadiste	adj.
néo-pythagoricien	subst.
néo-pythagorisme	subst.
néo-réalisme	subst.
néo-réaliste	adj.
néo-testamentaire	adj.
néo-thomisme	subst.
néo-traditionalisme	subst.
néo-zélandais	adj.
néo-zélandaise	subst.
néobaleine	subst.
néoberkeleyien	adj.
néocide	subst.
néocomien	adj.
néocomien	subst.
néocore	subst.
néocrétacé	adj.
néocrétacique	adj.
néocriticiste	adj.
néocyte	subst.
néodamode	subst.
néodyme	subst.
néoformation	subst.
néoformé	adj.
néogène	subst.
néogrammairien	subst.
néographe	subst.
néographie	subst.
néojurassique	subst.
néol	subst.
néolithique	adj.
néolithique	subst.
néologie	subst.
néologique	adj.
néologiser	verbe
néologisme	subst.
néologiste	subst.
néologue	adj.
néologue	subst.
néomalthusien	adj.
néoménie	subst.
néomycine	subst.
néon	subst.
néonatal	adj.
néonatalogie	subst.
néonatalogiste	subst.
néophobe	subst.
néophobie	subst.
néophyte	adj.
néophyte	subst.
néoplasie	subst.
néoplasique	adj.
néoplasme	subst.
néoplastie	subst.
néoplastique	adj.
néoplatonicien	adj.
néoplatonicien	subst.
néoplatonisme	subst.
néoprène	subst.
néoptères	subst.
néoténie	subst.
néoténique	adj.
néothomiste	subst.
néotrague	subst.
néottie	subst.
néozoique	adj.
nèpe	subst.
népenthès	subst.
néper	subst.
népérien	adj.
népéta	subst.
népète	subst.
néphélémètre	subst.
néphélémétrie	subst.
néphélémétrique	adj.
néphélescopique	adj.
néphéline	subst.
néphélinique	adj.
néphélomancie	subst.
néphélomètre	subst.
néphélométrie	subst.
néphélopie	subst.
néphralgie	subst.
néphrectomie	subst.
néphrectomiser	verbe
néphrétique	adj.
néphrétique	subst.
néphrétisme	subst.
néphridie	subst.
néphrite	subst.
néphritique	subst.
néphro-angiosclérose	subst.
néphro-typhus	subst.
néphroangiosclérose	subst.
néphrocalcinose	subst.
néphrocèle	subst.
néphrocyte	subst.
néphrogramme	subst.
néphrographie	subst.
néphroïde	adj.
néphrolithotomie	subst.
néphrologie	subst.
néphrologiste	subst.
néphrologue	subst.
néphron	subst.
néphropathie	subst.
néphroptose	subst.
néphrose	subst.
néphrostomie	subst.
néphrotome	subst.
néphrotomie	subst.
néphrotyphus	subst.
népoticide	adj.
népotiquement	adv.
népotisme	subst.
neptunien	adj.
neptunisme	subst.
neptuniste	subst.
neptunium	subst.
néréide	subst.
néreux	adj.
nerf	subst.
nerf-férure	subst.
nérite	subst.
néritique	adj.
néroli	subst.
néron	subst.
néronicule	subst.
néronien	adj.
néroniser	verbe
néronisme	subst.
nerprun	subst.
nerval	adj.
nervalien	adj.
nervation	subst.
nervé	adj.
nerver	verbe
nerveusement	adv.
nerveux	adj.
nervi	subst.
nervicide	adj.
nervin	adj.
nervin	subst.
nervisme	subst.
nervo-musculaire	adj.
nervosisme	subst.
nervosité	subst.
nervulation	subst.
nervuré	adj.
nervure	subst.
nervurer	verbe
nescafé	subst.
nescience	subst.
nestor	subst.
nestorianisme	subst.
nestorien	adj.
nestorien	subst.
nestorienne	subst.
net	adj.
net	subst.
nete	subst.
netské	subst.
netsuké	subst.
nette	subst.
nettement	adv.
netteté	subst.
nettoiement	subst.
nettoyable	adj.
nettoyage	subst.
nettoyer	verbe
nettoyeur	subst.
nettoyeuse	subst.
netzké	subst.
neuf	adj.
neuf	adj. num.
neuf	subst.
neuf-huit	loc.
neufchâtel	subst.
neumatique	adj.
neume	subst.
neural	adj.
neurasthénie	subst.
neurasthénique	adj.
neurasthénique	subst.
neuratome	subst.
neurite	subst.
neuro-arthritique	adj.
neuro-arthritisme	subst.
neuro-endocrinologie	subst.
neuro-hormonal	adj.
neuro-moteur	adj.
neuro-musculaire	adj.
neuro-pathologie	subst.
neuro-radiologie	subst.
neuro-vaccin	subst.
neuro-vaccine	subst.
neuro-végétatif	adj.
neuroblaste	subst.
neuroblastique	adj.
neurochimie	subst.
neurochirurgical	adj.
neurochirurgie	subst.
neurochirurgien	subst.
neurochirurgienne	subst.
neuroendocrinologie	subst.
neurofibrillaire	adj.
neurofibrille	subst.
neurohistologie	subst.
neuroleptique	adj.
neuroleptique	subst.
neurolinguistique	subst.
neurolite	subst.
neurologie	subst.
neurologique	adj.
neurologiste	subst.
neurologue	subst.
neuromère	subst.
neuromérie	subst.
neuromyonique	adj.
neuronal	adj.
neurone	subst.
neuronème	subst.
neuronique	adj.
neuropharmacologie	subst.
neurophile	adj.
neurophychiatre	subst.
neurophysiologie	subst.
neurophysiologique	adj.
neurophysiologiste	subst.
neuroplégique	adj.
neuropsychiatre	subst.
neuropsychiatrie	subst.
neuropsychiatrique	adj.
neuropsychique	adj.
neuropsychologie	subst.
neuropsychologue	subst.
neuroptéridées	subst.
neuroptéris	subst.
neurosciences	subst.
neurosécréteur	adj.
neurosécrétion	subst.
neurosome	subst.
neurotique	adj.
neurotomie	subst.
neurotonie	subst.
neurotoxine	subst.
neurotransmetteur	subst.
neurotrique	adj.
neurotrope	adj.
neurotrophique	adj.
neurotropique	adj.
neurotropisme	subst.
neurovaccin	subst.
neurovaccine	subst.
neurovégétatif	adj.
neurula	subst.
neurulation	subst.
neutralisable	adj.
neutralisant	adj.
neutralisant	subst.
neutralisateur	adj.
neutralisateur	subst.
neutralisation	subst.
neutraliser	verbe
neutralisme	subst.
neutraliste	adj.
neutraliste	subst.
neutralité	subst.
neutralteinte	adj.
neutre	adj.
neutre	subst.
neutrino	subst.
neutron	subst.
neutronique	adj.
neutronique	subst.
neutrophile	adj.
neutrophile	subst.
neutrophilie	subst.
neuvaine	subst.
neuveu	subst.
neuvième	adj.
neuvième	adj. num.
neuvième	subst.
neuvièmement	adv.
neuvièmement	loc.
névé	subst.
neveu	subst.
névralgie	subst.
névralgifié	adj.
névralgiforme	adj.
névralgique	adj.
névralgiser	verbe
névralgisme	subst.
névramphipétale	adj.
névraxe	subst.
névraxite	subst.
névrilème	subst.
névrilemme	subst.
névrite	subst.
névritique	adj.
névroglie	subst.
névroglique	adj.
névrologie	subst.
névrologique	adj.
névrologue	subst.
névrome	subst.
névropathe	adj.
névropathe	subst.
névropathie	subst.
névropathique	adj.
névropathique	subst.
névroptères	subst.
névroptéroïdes	subst.
névrosé	adj.
névrose	subst.
névrosé	subst.
névrosée	subst.
névrosifié	adj.
névrosisme	subst.
névrosité	subst.
névrotique	adj.
névrotique	subst.
névrotome	subst.
névrotomie	subst.
névrotomisé	adj.
newton	subst.
newtonianisme	subst.
newtonien	adj.
newtonien	subst.
newtonienne	subst.
newtonisme	subst.
nexe	subst.
nexus	subst.
nez	subst.
nez-de-chats	subst.
ni	conj.
niable	adj.
niais	adj.
niais	subst.
niaise	subst.
niaisement	adv.
niaiser	verbe
niaiserie	subst.
niaiseuse	subst.
niaiseux	adj.
niaisotte	subst.
niangon	subst.
niaouli	subst.
nib	adv.
nibé	interj.
nicaise	subst.
niçard	adj.
niccolo	subst.
nice	adj.
nicet	adj.
nicet	subst.
nicette	subst.
niche	subst.
nichée	subst.
nicher	verbe
nichoir	subst.
nichon	subst.
nichrome	subst.
nickel	subst.
nickelage	subst.
nickelé	adj.
nickeler	verbe
nickelifère	adj.
nickelure	subst.
nicodème	subst.
niçois	adj.
niçois	subst.
niçoise	subst.
nicol	subst.
nicotiane	subst.
nicotine	subst.
nicotinique	adj.
nicotiniser	verbe
nicotinisme	subst.
nictation	subst.
nictitante	adj.
nid	subst.
nidation	subst.
nidicole	adj.
nidification	subst.
nidifier	verbe
nidifuge	adj.
nidoreux	adj.
nidulaire	subst.
nièce	subst.
niellage	subst.
nielle	subst.
nieller	verbe
nielleur	subst.
niellure	subst.
nier	verbe
nietzschéen	adj.
nietzschéen	subst.
nietzschéenne	subst.
nietzschéisme	subst.
nieur	adj.
nieur	subst.
nieuse	subst.
nife	subst.
nifé	subst.
nigaud	adj.
nigaud	subst.
nigaude	subst.
nigauder	verbe
nigauderie	subst.
nigaudinos	subst.
nigaudissime	adj.
nigelle	subst.
nigéro-sénégalais	adj.
night-club	subst.
nigromancie	subst.
niguedouille	adj.
niguedouille	subst.
nihilisateur	adj.
nihiliser	verbe
nihilisme	subst.
nihiliste	adj.
nihiliste	subst.
nilgau	subst.
nilgaut	subst.
nille	subst.
nilomètre	subst.
nilotique	adj.
nimbe	subst.
nimber	verbe
nimbo-cumulus	subst.
nimbo-stratus	subst.
nimbostratus	subst.
nimbus	subst.
ninas	subst.
ninivite	adj.
ninivite	adj. et subst.
ninivite	subst.
niobique	adj.
niobium	subst.
niolle	adj.
niolle	subst.
niolleur	subst.
nipper	verbe
nippes	subst.
nippon	adj.
nippon	subst.
nippone	subst.
nipponne	subst.
nipponophile	adj.
nique	subst.
niquedouille	adj.
niquedouille	subst.
niquer	verbe
nirvana	subst.
nirvâna	subst.
nirvanien	subst.
nirvânien	subst.
nirvanique	adj.
nirvânique	adj.
nirvanisme	subst.
nirvânisme	subst.
nisan	subst.
nisi	subst.
niston	subst.
nistonne	subst.
nitée	subst.
nitescence	subst.
nitescent	adj.
nitide	adj.
nitidité	subst.
nitratation	subst.
nitraté	adj.
nitrate	subst.
nitrater	verbe
nitration	subst.
nitré	adj.
nitre	subst.
nitrer	verbe
nitreux	adj.
nitrière	subst.
nitrificateur	adj.
nitrification	subst.
nitrifier	verbe
nitrile	subst.
nitrine	subst.
nitrique	adj.
nitrite	subst.
nitro-cellulose	subst.
nitro-glycérine	subst.
nitro-prussiate	subst.
nitrobactérie	subst.
nitrobenzène	subst.
nitrobenzine	subst.
nitrocellulose	subst.
nitrocellulosique	adj.
nitrogène	subst.
nitroglycérine	subst.
nitrojection	subst.
nitrométhane	subst.
nitromètre	subst.
nitronaphtalène	subst.
nitrophénol	subst.
nitroprussiate	subst.
nitrosation	subst.
nitrosé	adj.
nitrosobactérie	subst.
nitrotoluène	subst.
nitruration	subst.
nitrure	subst.
nitrurer	verbe
nival	adj.
nivation	subst.
nivéal	adj.
niveau	subst.
nivéen	adj.
nivelage	subst.
niveler	verbe
nivelette	subst.
niveleur	adj.
niveleur	subst.
niveleuse	subst.
nivellation	subst.
nivelle	subst.
nivellement	subst.
nivellerie	subst.
nivéole	subst.
nivernais	adj.
nivernais	subst.
nivernaise	subst.
nivicole	adj.
nivo-éolien	adj.
nivo-glaciaire	adj.
nivo-pluvial	adj.
nivologie	subst.
nivologique	adj.
nivomètre	subst.
nivométrie	subst.
nivométrique	adj.
nivôse	subst.
nivosité	subst.
nixe	subst.
nizeré	subst.
no	subst.
nobélium	subst.
nobiliaire	adj.
nobiliaire	subst.
nobilité	subst.
nobis	pron. pers.
noblaillerie	subst.
noblaillon	subst.
noble	adj.
noble	subst.
noblement	adv.
noblesse	subst.
nobliau	subst.
noblifieur	subst.
noce	subst.
nocer	verbe
noceur	adj.
noceur	subst.
noceuse	subst.
noceux	subst.
nocher	subst.
nochère	subst.
nocier	adj.
nocif	adj.
nocivité	subst.
noctambulage	subst.
noctambule	adj.
noctambule	subst.
noctambuler	verbe
noctambulisme	subst.
noctilucine	subst.
noctiluque	adj.
noctiluque	subst.
noctuelle	subst.
noctule	subst.
nocturne	adj.
nocturne	subst.
nocturnement	adv.
nocuité	subst.
nodal	adj.
nodicole	adj.
nodosité	subst.
nodulaire	adj.
nodule	subst.
noduleux	adj.
nodus	subst.
noe	subst.
noël	subst.
noématique	adj.
noème	subst.
noèse	subst.
noétique	adj.
noétique	subst.
noétiquement	adj.
noeud	subst.
noiement	subst.
noir	adj.
noir	subst.
noirâtre	adj.
noiraud	adj.
noirceur	subst.
noircir	verbe
noircissement	subst.
noircisseur	adj.
noircisseur	subst.
noircisseuse	subst.
noircissure	subst.
noire	subst.
noireau	subst.
noirouffe	adj.
noirpiaud	subst.
noirpiaude	subst.
noirprun	subst.
noise	subst.
noiseraie	subst.
noisetier	subst.
noisette	subst.
noix	subst.
nolis	subst.
nolisement	subst.
noliser	verbe
nolissement	subst.
nolition	subst.
nolonté	subst.
nom	subst.
nom_propre	nom propre
nomade	adj.
nomade	subst.
nomadique	adj.
nomadisation	subst.
nomadiser	verbe
nomadisme	subst.
nomarque	subst.
nombrable	adj.
nombrage	subst.
nombre	subst.
nombrement	subst.
nombrer	verbe
nombreusement	adv.
nombreux	adj.
nombril	subst.
nome	subst.
nomenclateur	subst.
nomenclatrice	subst.
nomenclature	subst.
nomenclaturer	verbe
nominal	adj.
nominalement	adv.
nominalisateur	adj.
nominalisateur	subst.
nominalisation	subst.
nominaliser	verbe
nominalisme	subst.
nominaliste	adj.
nominaliste	subst.
nominateur	subst.
nominatif	adj.
nominatif	subst.
nomination	subst.
nominativement	adv.
nominé	subst.
nominée	subst.
nommable	adj.
nommé	adj.
nommé	part. passé en empl. adj.
nommé	subst.
nommée	subst.
nommément	adv.
nommer	verbe
nomocratie	subst.
nomogenèse	subst.
nomogramme	subst.
nomographie	subst.
nomographique	adj.
nomothète	subst.
nomothétique	adj.
non	adv.
non-activité	subst.
non-aligné	adj.
non-alignée	subst.
non-combattant	adj.
non-condamnation	subst.
non-conformité	subst.
non-connaissance	subst.
non-croyance	subst.
non-directivisme	subst.
non-directivité	subst.
non-engagé	adj.
non-engagée	subst.
non-être	subst.
non-exécution	subst.
non-figuratif	adj.
non-figuration	subst.
non-inscrite	subst.
non-intervention	subst.
non-interventionnisme	subst.
non-interventionniste	subst.
non-jouissance	subst.
non-juif	adj.
non-juive	adj.
non-lieu	subst.
non-mitoyenneté	subst.
non-moi	subst.
non-nécessité	subst.
non-payement	subst.
non-pesanteur	subst.
non-pratiquant	subst.
non-pratiquante	subst.
non-présence	subst.
non-problème	subst.
non-propriétaire	adj.
non-propriété	subst.
non-réception	subst.
non-réceptivité	subst.
non-résidence	subst.
non-résident	adj.
non-résidente	subst.
non-résistance	subst.
non-responsabilité	subst.
non-retour	subst.
non-réussite	subst.
non-scientifique	adj.
non-succès	subst.
non-usage	subst.
non-utilisation	subst.
non-violence	subst.
non-violent	adj.
non-violente	subst.
non-vouloir	subst.
nonagénaire	adj.
nonagénaire	subst.
nonagésime	adj.
nonagésime	subst.
nonante	adj. num.
nonantième	adj.
nonantième	subst.
nonce	subst.
nonchalamment	adv.
nonchalance	subst.
nonchalant	adj.
nonchaloir	subst.
nonciature	subst.
none	subst.
nonidi	subst.
nonius	subst.
nonnain	subst.
nonne	subst.
nonnerie	subst.
nonnette	subst.
nonobstant	adv.
nonobstant	prép.
nonpareil	adj.
nonpareille	subst.
nonuple	adj.
nonupler	verbe
noogénèse	subst.
noogénique	adj.
noologie	subst.
noologique	adj.
noosphère	subst.
noosphérique	adj.
nopal	subst.
nopalière	subst.
nopçage	subst.
nope	subst.
nopoléonide	subst.
noppe	subst.
nord	subst.
nord-américain	adj.
nord-américaine	subst.
nord-atlantique	adj.
nord-coréen	adj.
nord-coréenne	subst.
