form	lemma	POS	morph
qui	qui	PROrel	MORPH=empty
déposent	déposer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
contre	contre	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
templiers	templier	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
plûpart	plupart	NOMcom	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
articulent	articuler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
que	que	ADVgen	MORPH=empty
de	un	DETind	MORPH=empty
vagues	vague	ADJqua	NOMB.=p|GENRE=f
accusations	accusation	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Secondement	secondement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
très	très	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
peu	peu	ADVgen	MORPH=empty
disent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
templiers	templier	NOMcom	NOMB.=p|GENRE=m
reniaient	renier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
Jésus	Jésus	NOMpro	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Qu'	que	PROint	
auraient	avoir	VERcjg	MODE=con|PERS.=3|NOMB.=p
-ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
en	en	ADVgen	MORPH=empty
effet	effet	NOMcom	NOMB.=s|GENRE=m
gagné	gagner	VERppe	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
maudissant	maudire	VERppa	NOMB.=x|GENRE=x
une	un	DETind	NOMB.=s|GENRE=f
religion	religion	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
nourrissait	nourrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
combattaient	combattre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
?	?	PONfrt	MORPH=empty
Troisiémement	troisièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
plusieurs	plusieurs	PROind	NOMB.=p|GENRE=x
d'	de	PRE	MORPH=empty
entre	entre	PRE	MORPH=empty
eux	le	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
témoins	témoin	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
complices	complice	ADJqua	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
débauches	débauche	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
princes	prince	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
ecclésiastiques	ecclésiastique	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
-là	là	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
eussent	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
marqué	marquer	VERppe	NOMB.=s|GENRE=m
quelquefois	quelquefois	ADVgen	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
mépris	mépris	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
abus	abus	NOMcom	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
une	un	DETind	NOMB.=s|GENRE=f
religion	religion	NOMcom	NOMB.=s|GENRE=m
tant	tant	ADVgen	MORPH=empty
déshonorée	déshonorer	VERppe	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
Asie	Asie	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
Europe	Europe	NOMpro	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
en	en	ADVgen	MORPH=empty
eussent	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
parlé	parler	VERppe	NOMB.=s|GENRE=m
dans	dans	PRE	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=m
moments	moment	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
liberté	liberté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
disait	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
Boniface	Boniface	NOMpro	NOMB.=s|GENRE=f
VIII	VIII	NOMpro	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
parlait	parler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETind	NOMB.=s|GENRE=m
emportement	emportement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
jeunes	jeune	ADJqua	NOMB.=p|GENRE=f
gens	gens	NOMcom	NOMB.=p|GENRE=f
dont	que	PROrel	MORPH=empty
certainement	certainement	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
comptable	comptable	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Quatriémement	quatrièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
tête	tête	NOMcom	NOMB.=s|GENRE=f
dorée	doré	ADJqua	NOMB.=s|GENRE=f
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
prétend	prétendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	PROrel	MORPH=empty
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
adoraient	adorer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
gardait	garder	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
Marseille	Marseille	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
devait	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
leur	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
être	être	VERinf	MORPH=empty
représentée	représenter	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
mit	mettre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
seulement	seulement	ADVgen	MORPH=empty
pas	pas	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
peine	peine	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	PERS.=3|NOMB.=s|GENRE=f|CAS=r
chercher	chercher	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
avouer	avouer	VERinf	MORPH=empty
qu'	que	CONsub	MORPH=empty
une	un	DETind	NOMB.=s|GENRE=f
telle	tel	ADJind	NOMB.=s|GENRE=f
accusation	accusation	NOMcom	NOMB.=s|GENRE=f
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
détruit	détruire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
-	-	PONfbl	MORPH=empty
même	même	ADJind	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
Cinquiémement	cinquièmement	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
manière	manière	NOMcom	NOMB.=s|GENRE=f
infame	infâme	ADJqua	NOMB.=s|GENRE=f
dont	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=i
reprochait	reprocher	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
être	être	VERinf	MORPH=empty
reçus	recevoir	VERppe	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
avoir	avoir	VERinf	MORPH=empty
passé	passer	VERppe	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
loi	loi	NOMcom	NOMB.=s|GENRE=f
parmi	parmi	PRE	MORPH=empty
eux	le	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mal	mal	ADVgen	MORPH=empty
connaître	connaître	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
croire	croire	VERinf	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
y	y	PROadv	MORPH=empty
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
des	un	DETind	NOMB.=p|GENRE=f
sociétés	société	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
soutiennent	soutenir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
mauvaises	mauvais	ADJqua	NOMB.=p|GENRE=f
moeurs	mœurs	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
fassent	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
une	un	DETind	NOMB.=s|GENRE=f
loi	loi	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
impudicité	impudicité	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toujours	toujours	ADVgen	MORPH=empty
rendre	rendre	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
société	société	NOMcom	NOMB.=s|GENRE=f
respectable	respectable	ADJqua	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
qui	qui	PROrel	MORPH=empty
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
y	y	PROadv	MORPH=empty
entrer	entrer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
doute	douter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
nullement	nullement	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
plusieurs	plusieurs	DETind	NOMB.=p|GENRE=x
jeunes	jeune	ADJqua	NOMB.=p|GENRE=f
templiers	templier	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
s'	le	PROper	
abandonnassent	abandonner	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
à	à	PRE	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=m
excès	excès	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
de	de	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
tems	temps	NOMcom	NOMB.=s|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
été	être	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
partage	partage	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
jeunesse	jeunesse	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
vices	vice	NOMcom	NOMB.=p|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vaut	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
beaucoup	beaucoup	ADVgen	MORPH=empty
mieux	mieux	ADVgen	MORPH=empty
ignorer	ignorer	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
punir	punir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Sixiémement	sixièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
témoins	témoin	NOMcom	NOMB.=p|GENRE=f
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
déposé	déposer	VERppe	NOMB.=s|GENRE=m
contre	contre	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
templiers	templier	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
y	y	PROadv	MORPH=empty
eut	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
aussi	aussi	ADVgen	MORPH=empty
beaucoup	beaucoup	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
témoignages	témoignage	NOMcom	NOMB.=p|GENRE=f
étrangers	étranger	ADJqua	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
faveur	faveur	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Septiémement	septièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
accusés	accusé	NOMcom	NOMB.=p|GENRE=m
vaincus	vaincre	VERppe	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
tourments	tourment	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
dire	dire	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
mensonge	mensonge	NOMcom	NOMB.=s|GENRE=m
comme	comme	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vérité	vérité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
confessé	confesser	VERppe	NOMB.=s|GENRE=m
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
crimes	crime	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-	-	PONfbl	MORPH=empty
-être	être	VERcjg	
ces	ce	DETdem	NOMB.=p|GENRE=x
aveux	aveu	NOMcom	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
-ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
autant	autant	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
honte	honte	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
juges	juge	NOMcom	NOMB.=p|GENRE=m
qu'	que	CONsub	MORPH=empty
à	à	PRE	MORPH=empty
celle	celui	PROdem	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
leur	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
promettait	promettre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
grace	grâce	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
extorquer	extorquer	VERinf	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
confession	confession	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Huitiémement	huitièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
cinquante	cinquante	PROcar	NOMB.=p|GENRE=x
-	-	PONfbl	MORPH=empty
neuf	neuf	PROcar	NOMB.=p|GENRE=x
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
brula	brûler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vifs	vif	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
prirent	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
témoin	témoin	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
innocence	innocence	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
voulurent	vouloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=i
offrait	offrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
condition	condition	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
s'	le	PROper	
avouer	avouer	VERinf	MORPH=empty
coupables	coupable	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Neuviémement	neuvièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
soixante	soixante	DETcar	NOMB.=p|GENRE=x
et	et	CONcoo	MORPH=empty
quatorze	quatorze	DETcar	NOMB.=p|GENRE=x
templiers	templier	NOMcom	NOMB.=p|GENRE=m
non	non	ADVgen	MORPH=empty
accusés	accuser	VERppe	NOMB.=p|GENRE=m
entreprirent	entreprendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
défendre	défendre	VERinf	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
écoutés	écouter	VERppe	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Dixiémement	dixièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
lorsqu'	lorsque	CONsub	
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
lut	lire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
maître	maître	NOMcom	NOMB.=s|GENRE=m
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
confession	confession	NOMcom	NOMB.=s|GENRE=f
rédigée	rédiger	VERppe	NOMB.=s|GENRE=f
devant	devant	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
trois	trois	ADJcar	NOMB.=p|GENRE=x
cardinaux	cardinal	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
vieux	vieux	ADJqua	NOMB.=s|GENRE=m
guerrier	guerrier	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
savait	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ni	ni	CONcoo	MORPH=empty
lire	lire	VERinf	MORPH=empty
ni	ni	CONcoo	MORPH=empty
écrire	écrire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
s'	le	PROper	
écria	écrier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
avait	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
trompé	tromper	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
l'on	il	PROper	
avait	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
écrit	écrire	VERppe	NOMB.=s|GENRE=m
une	un	DETind	NOMB.=s|GENRE=f
autre	autre	ADJind	NOMB.=s|GENRE=x
déposition	déposition	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
sienne	sien	PROpos	PERS.=3|NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
cardinaux	cardinal	NOMcom	NOMB.=p|GENRE=m
ministres	ministre	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
perfidie	perfidie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
méritaient	mériter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
punit	punir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
turcs	turc	NOMcom	NOMB.=p|GENRE=m
punissent	punir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
faussaires	faussaire	NOMcom	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
leur	il	PROper	PERS.=3|NOMB.=s|GENRE=f
fendant	fendre	VERppa	NOMB.=x|GENRE=x
le	le	DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
tête	tête	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
deux	deux	PROcar	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
Onziémement	onzièmement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
eût	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
accordé	accorder	VERppe	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
maître	maître	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
Gui	Gui	NOMpro	NOMB.=s|GENRE=m
frére	frère	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
dauphin	dauphin	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
Auvergne	Auvergne	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
s'	si	CONsub	
ils	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
avaient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
voulu	vouloir	VERppe	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
reconnaître	reconnaître	VERinf	MORPH=empty
coupables	coupable	ADJqua	NOMB.=p|GENRE=m
publiquement	publiquement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
