form	lemma	POS	morph
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dis	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
grand'mère	grand-mère	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
prédit	prédire	VERppe	NOMB.=s|GENRE=m
cent	cent	DETcar	NOMB.=p|GENRE=x
fois	fois	NOMcom	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
fils	fils	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
père	père	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
preniez	prendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
tout	tout	DETind	NOMB.=s|GENRE=m
l'	le	DETdef	NOMB.=s|GENRE=x
air	air	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
méchant	méchant	ADJqua	NOMB.=s|GENRE=m
garnement	garnement	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
donneriez	donner	VERcjg	MODE=con|PERS.=2|NOMB.=p
jamais	jamais	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tourment	tourment	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
crois	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
...	…	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
Mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
soeur	sœur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
faites	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
discrète	discret	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
touchez	toucher	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
pas	pas	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
semblez	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
doucette	doucet	ADJqua	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
pire	pire	ADJqua	NOMB.=s|GENRE=f
eau	eau	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
eau	eau	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	MORPH=empty
dort	dormir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
menez	mener	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
sous	sous	PRE	MORPH=empty
chape	chape	NOMcom	NOMB.=s|GENRE=f
un	un	DETndf	NOMB.=s|GENRE=m
train	train	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
hais	haïr	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
fort	fort	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
,	,	PONfbl	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
mère	mère	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
...	…	PONfrt	MORPH=empty
Ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
bru	bru	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
en	en	PROadv	MORPH=empty
déplaise	déplaire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
conduite	conduite	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
fait	faire	VERppe	NOMB.=s|GENRE=m
mauvaise	mauvais	ADJqua	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
devriez	devoir	VERcjg	MODE=con|PERS.=2|NOMB.=p
leur	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=i
mettre	mettre	VERinf	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
exemple	exemple	NOMcom	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
yeux	œil	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
défunte	défunt	ADJqua	NOMB.=s|GENRE=f
mère	mère	NOMcom	NOMB.=s|GENRE=f
en	en	PROadv	MORPH=empty
usait	user	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
beaucoup	beaucoup	ADVgen	MORPH=empty
mieux	mieux	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
êtes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
dépensière	dépensier	ADJqua	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
état	état	NOMcom	NOMB.=s|GENRE=m
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
blesse	blesser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
alliez	aller	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p
vêtue	vêtir	VERppe	NOMB.=s|GENRE=f
ainsi	ainsi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
princesse	princesse	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Quiconque	quiconque	PROind	NOMB.=s|GENRE=x
à	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
mari	mari	NOMcom	NOMB.=s|GENRE=m
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plaire	plaire	VERinf	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
bru	bru	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
n'	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
besoin	besoin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
tant	tant	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
ajustement	ajustement	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
,	,	PONfbl	MORPH=empty
Madame	madame	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
après	après	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
...	…	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
Pour	pour	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
Monsieur	monsieur	NOMcom	NOMB.=s|GENRE=m
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
frère	frère	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
estime	estimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
fort	fort	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
aime	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
révère	révérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
enfin	enfin	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
étais	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
de	de	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
fils	fils	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
époux	époux	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
prierais	prier	VERcjg	MODE=con|PERS.=1|NOMB.=s
bien	bien	ADVgen	MORPH=empty
fort	fort	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
n'	ne	ADVneg	MORPH=empty
entrer	entrer	VERinf	MORPH=empty
point	point	ADVneg	MORPH=empty
chez	chez	PRE	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
.	.	PONfrt	MORPH=empty
Sans	sans	PRE	MORPH=empty
cesse	cesse	NOMcom	NOMB.=s|GENRE=f
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
prêchez	prêcher	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
des	un	DETndf	NOMB.=p|GENRE=x
maximes	maxime	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
vivre	vivre	VERinf	MORPH=empty
Qui	qui	PROrel	MORPH=empty
par	par	PRE	MORPH=empty
d'	de	PRE	MORPH=empty
honnêtes	honnête	ADJqua	NOMB.=p|GENRE=f
gens	gens	NOMcom	NOMB.=p|GENRE=f
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
doivent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVneg	MORPH=empty
suivre	suivre	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
peu	peu	ADVgen	MORPH=empty
franc	franc	ADVgen	MORPH=empty
;	;	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
là	là	ADVgen	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
humeur	humeur	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
mâche	mâcher	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
point	point	ADVneg	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
sur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
Monsieur	monsieur	NOMcom	NOMB.=s|GENRE=m
Tartuffe	Tartuffe	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
heureux	heureux	ADJqua	NOMB.=s|GENRE=m
sans	sans	PRE	MORPH=empty
doute	doute	NOMcom	NOMB.=s|GENRE=m
...	…	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
bien	bien	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
écoute	écouter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
souffrir	souffrir	VERinf	MORPH=empty
sans	sans	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
mettre	mettre	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
courroux	courroux	NOMcom	NOMB.=s|GENRE=m
De	de	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voir	voir	VERinf	MORPH=empty
querellé	quereller	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
fou	fou	NOMcom	NOMB.=s|GENRE=m
comme	comme	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
.	.	PONfrt	MORPH=empty
Quoi	quoi	PROint	NOMB.=s|GENRE=n
?	?	PONfrt	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
souffrirai	souffrir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
cagot	cagot	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
critique	critique	NOMcom	NOMB.=s|GENRE=m
Vienne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
usurper	usurper	VERinf	MORPH=empty
céans	céans	ADVgen	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
tyrannique	tyrannique	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
ne	ne	ADVneg	MORPH=empty
puissions	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=p
à	à	PRE	MORPH=empty
rien	rien	PROind	NOMB.=s|GENRE=x
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
divertir	divertir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
beau	beau	ADJqua	NOMB.=s|GENRE=m
Monsieur	monsieur	NOMcom	NOMB.=s|GENRE=m
-là	là	ADVgen	MORPH=empty
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
daigne	daigner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
consentir	consentir	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
S'	si	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
écouter	écouter	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
croire	croire	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
maximes	maxime	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
On	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
rien	rien	PROind	NOMB.=s|GENRE=x
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
fasse	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
des	un	DETndf	NOMB.=p|GENRE=x
crimes	crime	NOMcom	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
contrôle	contrôler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	PROind	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
critique	critique	NOMcom	NOMB.=s|GENRE=m
zélé	zélé	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
contrôle	contrôler	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
contrôlé	contrôler	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
chemin	chemin	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Ciel	ciel	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
prétend	prétendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
conduire	conduire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
fils	fils	NOMcom	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
aimer	aimer	VERinf	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
devrait	devoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
tous	tout	PROind	NOMB.=p|GENRE=m
induire	induire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Non	non	ADVneg	MORPH=empty
,	,	PONfbl	MORPH=empty
voyez	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
mère	mère	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
père	père	NOMcom	NOMB.=s|GENRE=m
ni	ni	CONcoo	MORPH=empty
rien	rien	PROind	NOMB.=s|GENRE=x
Qui	qui	PROrel	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
obliger	obliger	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
vouloir	vouloir	VERinf	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
bien	bien	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
trahirais	trahir	VERcjg	MODE=con|PERS.=1|NOMB.=s
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
parler	parler	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
autre	autre	DETind	NOMB.=s|GENRE=x
sorte	sorte	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Sur	sur	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
façons	façon	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
coups	coup	NOMcom	NOMB.=p|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
emporte	emporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
;	;	PONfbl	MORPH=empty
J'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
prévois	prévoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
suite	suite	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
avec	avec	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
pied	pied	NOMcom	NOMB.=s|GENRE=m
plat	plat	ADJqua	NOMB.=s|GENRE=m
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faudra	falloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
en	en	PROadv	MORPH=empty
vienne	venir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
à	à	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
éclat	éclat	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Certes	certes	ADVgen	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
aussi	aussi	ADVgen	MORPH=empty
qui	qui	PROrel	MORPH=empty
scandalise	scandaliser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
voir	voir	VERinf	MORPH=empty
qu'	que	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
inconnu	inconnu	NOMcom	NOMB.=s|GENRE=m
céans	céans	ADVgen	MORPH=empty
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
impatronise	impatroniser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
gueux	gueux	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
,	,	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
